dst_port,protocol,timestamp,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts_s,flow_pkts_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_len,bwd_header_len,fwd_pkts_s,bwd_pkts_s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwe_flag_count,ece_flag_cnt,down_up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,fwd_byts_b_avg,fwd_pkts_b_avg,fwd_blk_rate_avg,bwd_byts_b_avg,bwd_pkts_b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_fwd_win_byts,init_bwd_win_byts,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min
21,6,14/02/2018 11:53:33,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:33,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,666666.666666667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,333333.333333333,333333.333333333,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,666666.666666667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,333333.333333333,333333.333333333,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,25,1,1,0,0,0,0,0,0,0,0,0,0,0.0,80000.0,25.0,0.0,25,25,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,40000.0,40000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,4,1,1,0,0,0,0,0,0,0,0,0,0,0.0,500000.0,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,250000.0,250000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,666666.666666667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,333333.333333333,333333.333333333,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,19,1,1,0,0,0,0,0,0,0,0,0,0,0.0,105263.157894737,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,52631.5789473684,52631.5789473684,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,666666.666666667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,333333.333333333,333333.333333333,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,19,1,1,0,0,0,0,0,0,0,0,0,0,0.0,105263.157894737,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,52631.5789473684,52631.5789473684,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,666666.666666667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,333333.333333333,333333.333333333,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,18,1,1,0,0,0,0,0,0,0,0,0,0,0.0,111111.111111111,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,55555.5555555556,55555.5555555556,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:34,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,8,1,1,0,0,0,0,0,0,0,0,0,0,0.0,250000.0,8.0,0.0,8,8,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,125000.0,125000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,19,1,1,0,0,0,0,0,0,0,0,0,0,0.0,105263.157894737,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,52631.5789473684,52631.5789473684,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,20,1,1,0,0,0,0,0,0,0,0,0,0,0.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,50000.0,50000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,4,1,1,0,0,0,0,0,0,0,0,0,0,0.0,500000.0,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,250000.0,250000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
21,6,14/02/2018 11:53:35,19,1,1,0,0,0,0,0,0,0,0,0,0,0.0,105263.157894737,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,20,52631.5789473684,52631.5789473684,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0.0,0.0,0,0
